# 8822E regulatory TX-power limit (array_mp_8822e_txpwr_lmt, all regions)
# fields: reg band bw rs ntx ch val  (reg: FCC=0 ETSI=1 MKK=2 WW13=3 IC=4 KCC=5 ACMA=6 CHILE=7 UKRAINE=8 MEXICO=9 CN=10 QATAR=11 UK=12; band 2.4G=0 5G=1; bw 20/40/80/160=0..3; rs CCK/OFDM/HT/VHT=0..3; ntx 1T/2T=0/1; val=power-index limit)
2 1 0 2 1 36 50
4 1 0 2 1 36 38
5 1 0 2 1 36 66
6 1 0 2 1 36 38
7 1 0 2 1 36 52
8 1 0 2 1 36 30
9 1 0 2 1 36 50
10 1 0 2 1 36 38
0 1 0 2 1 40 68
1 1 0 2 1 40 38
2 1 0 2 1 40 50
4 1 0 2 1 40 38
5 1 0 2 1 40 66
6 1 0 2 1 40 38
7 1 0 2 1 40 52
8 1 0 2 1 40 30
9 1 0 2 1 40 50
10 1 0 2 1 40 38
0 1 0 2 1 44 68
1 1 0 2 1 44 38
2 1 0 2 1 44 50
4 1 0 2 1 44 38
5 1 0 2 1 44 66
6 1 0 2 1 44 38
7 1 0 2 1 44 52
8 1 0 2 1 44 30
9 1 0 2 1 44 50
10 1 0 2 1 44 38
0 1 0 2 1 48 68
1 1 0 2 1 48 38
2 1 0 2 1 48 50
4 1 0 2 1 48 38
5 1 0 2 1 48 36
6 1 0 2 1 48 38
7 1 0 2 1 48 52
8 1 0 2 1 48 30
9 1 0 2 1 48 50
10 1 0 2 1 48 38
0 1 0 2 1 52 68
1 1 0 2 1 52 38
2 1 0 2 1 52 50
4 1 0 2 1 52 40
5 1 0 2 1 52 66
6 1 0 2 1 52 38
7 1 0 2 1 52 68
8 1 0 2 1 52 30
9 1 0 2 1 52 68
10 1 0 2 1 52 38
0 1 0 2 1 56 68
1 1 0 2 1 56 38
2 1 0 2 1 56 50
4 1 0 2 1 56 40
5 1 0 2 1 56 66
6 1 0 2 1 56 38
7 1 0 2 1 56 68
8 1 0 2 1 56 30
9 1 0 2 1 56 68
10 1 0 2 1 56 38
0 1 0 2 1 60 66
1 1 0 2 1 60 38
2 1 0 2 1 60 50
4 1 0 2 1 60 40
5 1 0 2 1 60 66
6 1 0 2 1 60 38
7 1 0 2 1 60 66
8 1 0 2 1 60 30
9 1 0 2 1 60 66
10 1 0 2 1 60 38
0 1 0 2 1 64 68
1 1 0 2 1 64 38
2 1 0 2 1 64 50
4 1 0 2 1 64 40
5 1 0 2 1 64 66
6 1 0 2 1 64 38
7 1 0 2 1 64 68
8 1 0 2 1 64 30
9 1 0 2 1 64 68
10 1 0 2 1 64 38
0 1 0 2 1 100 60
1 1 0 2 1 100 38
2 1 0 2 1 100 70
4 1 0 2 1 100 60
5 1 0 2 1 100 64
6 1 0 2 1 100 38
7 1 0 2 1 100 60
8 1 0 2 1 100 30
9 1 0 2 1 100 60
10 1 0 2 1 100 127
0 1 0 2 1 104 68
1 1 0 2 1 104 38
2 1 0 2 1 104 70
4 1 0 2 1 104 68
5 1 0 2 1 104 64
6 1 0 2 1 104 38
7 1 0 2 1 104 68
8 1 0 2 1 104 30
9 1 0 2 1 104 68
10 1 0 2 1 104 127
0 1 0 2 1 108 68
1 1 0 2 1 108 38
2 1 0 2 1 108 70
4 1 0 2 1 108 68
5 1 0 2 1 108 64
6 1 0 2 1 108 38
7 1 0 2 1 108 68
8 1 0 2 1 108 30
9 1 0 2 1 108 68
10 1 0 2 1 108 127
0 1 0 2 1 112 68
1 1 0 2 1 112 38
2 1 0 2 1 112 70
4 1 0 2 1 112 68
5 1 0 2 1 112 64
6 1 0 2 1 112 38
7 1 0 2 1 112 68
8 1 0 2 1 112 30
9 1 0 2 1 112 68
10 1 0 2 1 112 127
0 1 0 2 1 116 68
1 1 0 2 1 116 38
2 1 0 2 1 116 70
4 1 0 2 1 116 68
5 1 0 2 1 116 64
6 1 0 2 1 116 38
7 1 0 2 1 116 68
8 1 0 2 1 116 30
9 1 0 2 1 116 68
10 1 0 2 1 116 127
0 1 0 2 1 120 68
1 1 0 2 1 120 38
2 1 0 2 1 120 70
4 1 0 2 1 120 127
5 1 0 2 1 120 64
6 1 0 2 1 120 127
7 1 0 2 1 120 68
8 1 0 2 1 120 30
9 1 0 2 1 120 68
10 1 0 2 1 120 127
0 1 0 2 1 124 68
1 1 0 2 1 124 38
2 1 0 2 1 124 70
4 1 0 2 1 124 127
5 1 0 2 1 124 64
6 1 0 2 1 124 127
7 1 0 2 1 124 68
8 1 0 2 1 124 30
9 1 0 2 1 124 68
10 1 0 2 1 124 127
0 1 0 2 1 128 68
1 1 0 2 1 128 38
2 1 0 2 1 128 70
4 1 0 2 1 128 127
5 1 0 2 1 128 64
6 1 0 2 1 128 127
7 1 0 2 1 128 68
8 1 0 2 1 128 30
9 1 0 2 1 128 68
10 1 0 2 1 128 127
0 1 0 2 1 132 68
1 1 0 2 1 132 38
2 1 0 2 1 132 70
4 1 0 2 1 132 68
5 1 0 2 1 132 64
6 1 0 2 1 132 38
7 1 0 2 1 132 68
8 1 0 2 1 132 30
9 1 0 2 1 132 68
10 1 0 2 1 132 127
0 1 0 2 1 136 68
1 1 0 2 1 136 38
2 1 0 2 1 136 70
4 1 0 2 1 136 68
5 1 0 2 1 136 64
6 1 0 2 1 136 38
7 1 0 2 1 136 68
8 1 0 2 1 136 30
9 1 0 2 1 136 68
10 1 0 2 1 136 127
0 1 0 2 1 140 60
1 1 0 2 1 140 38
2 1 0 2 1 140 70
4 1 0 2 1 140 60
5 1 0 2 1 140 64
6 1 0 2 1 140 38
7 1 0 2 1 140 60
8 1 0 2 1 140 30
9 1 0 2 1 140 60
10 1 0 2 1 140 127
0 1 0 2 1 144 68
1 1 0 2 1 144 127
2 1 0 2 1 144 127
4 1 0 2 1 144 68
5 1 0 2 1 144 64
6 1 0 2 1 144 127
7 1 0 2 1 144 68
8 1 0 2 1 144 127
9 1 0 2 1 144 68
10 1 0 2 1 144 127
0 1 0 2 1 149 76
1 1 0 2 1 149 -128
2 1 0 2 1 149 127
4 1 0 2 1 149 76
5 1 0 2 1 149 60
6 1 0 2 1 149 76
7 1 0 2 1 149 76
8 1 0 2 1 149 30
9 1 0 2 1 149 72
10 1 0 2 1 149 -128
0 1 0 2 1 153 76
1 1 0 2 1 153 -128
2 1 0 2 1 153 127
4 1 0 2 1 153 76
5 1 0 2 1 153 60
6 1 0 2 1 153 76
7 1 0 2 1 153 76
8 1 0 2 1 153 30
9 1 0 2 1 153 76
10 1 0 2 1 153 -128
0 1 0 2 1 157 76
1 1 0 2 1 157 -128
2 1 0 2 1 157 127
4 1 0 2 1 157 76
5 1 0 2 1 157 60
6 1 0 2 1 157 76
7 1 0 2 1 157 76
8 1 0 2 1 157 30
9 1 0 2 1 157 76
10 1 0 2 1 157 -128
0 1 0 2 1 161 76
1 1 0 2 1 161 -128
2 1 0 2 1 161 127
4 1 0 2 1 161 76
5 1 0 2 1 161 60
6 1 0 2 1 161 76
7 1 0 2 1 161 76
8 1 0 2 1 161 30
9 1 0 2 1 161 76
10 1 0 2 1 161 -128
0 1 0 2 1 165 76
1 1 0 2 1 165 -128
2 1 0 2 1 165 127
4 1 0 2 1 165 76
5 1 0 2 1 165 60
6 1 0 2 1 165 76
7 1 0 2 1 165 76
8 1 0 2 1 165 30
9 1 0 2 1 165 76
10 1 0 2 1 165 -128
0 1 1 2 0 38 58
1 1 1 2 0 38 64
2 1 1 2 0 38 62
4 1 1 2 0 38 64
5 1 1 2 0 38 72
6 1 1 2 0 38 64
7 1 1 2 0 38 64
8 1 1 2 0 38 54
9 1 1 2 0 38 62
10 1 1 2 0 38 64
0 1 1 2 0 46 72
1 1 1 2 0 46 64
2 1 1 2 0 46 62
4 1 1 2 0 46 64
5 1 1 2 0 46 60
6 1 1 2 0 46 64
7 1 1 2 0 46 64
8 1 1 2 0 46 54
9 1 1 2 0 46 62
10 1 1 2 0 46 64
0 1 1 2 0 54 72
1 1 1 2 0 54 64
2 1 1 2 0 54 62
4 1 1 2 0 54 64
5 1 1 2 0 54 72
6 1 1 2 0 54 64
7 1 1 2 0 54 72
8 1 1 2 0 54 54
9 1 1 2 0 54 72
10 1 1 2 0 54 64
0 1 1 2 0 62 58
1 1 1 2 0 62 64
2 1 1 2 0 62 62
4 1 1 2 0 62 64
5 1 1 2 0 62 70
6 1 1 2 0 62 64
7 1 1 2 0 62 64
8 1 1 2 0 62 54
9 1 1 2 0 62 64
10 1 1 2 0 62 64
0 1 1 2 0 102 58
1 1 1 2 0 102 64
2 1 1 2 0 102 72
4 1 1 2 0 102 58
5 1 1 2 0 102 72
6 1 1 2 0 102 64
7 1 1 2 0 102 58
8 1 1 2 0 102 54
9 1 1 2 0 102 58
10 1 1 2 0 102 127
0 1 1 2 0 110 72
1 1 1 2 0 110 64
2 1 1 2 0 110 72
4 1 1 2 0 110 72
5 1 1 2 0 110 72
6 1 1 2 0 110 64
7 1 1 2 0 110 72
8 1 1 2 0 110 54
9 1 1 2 0 110 72
10 1 1 2 0 110 127
0 1 1 2 0 118 72
1 1 1 2 0 118 64
2 1 1 2 0 118 72
4 1 1 2 0 118 127
5 1 1 2 0 118 72
6 1 1 2 0 118 127
7 1 1 2 0 118 72
8 1 1 2 0 118 54
9 1 1 2 0 118 72
10 1 1 2 0 118 127
0 1 1 2 0 126 72
1 1 1 2 0 126 64
2 1 1 2 0 126 72
4 1 1 2 0 126 127
5 1 1 2 0 126 72
6 1 1 2 0 126 127
7 1 1 2 0 126 72
8 1 1 2 0 126 54
9 1 1 2 0 126 72
10 1 1 2 0 126 127
0 1 1 2 0 134 72
1 1 1 2 0 134 64
2 1 1 2 0 134 72
4 1 1 2 0 134 72
5 1 1 2 0 134 72
6 1 1 2 0 134 64
7 1 1 2 0 134 72
8 1 1 2 0 134 54
9 1 1 2 0 134 72
10 1 1 2 0 134 127
0 1 1 2 0 142 72
1 1 1 2 0 142 127
2 1 1 2 0 142 127
4 1 1 2 0 142 72
5 1 1 2 0 142 72
6 1 1 2 0 142 127
7 1 1 2 0 142 72
8 1 1 2 0 142 127
9 1 1 2 0 142 72
10 1 1 2 0 142 127
0 1 1 2 0 151 72
1 1 1 2 0 151 -128
2 1 1 2 0 151 127
4 1 1 2 0 151 72
5 1 1 2 0 151 72
6 1 1 2 0 151 72
7 1 1 2 0 151 72
8 1 1 2 0 151 54
9 1 1 2 0 151 72
10 1 1 2 0 151 -128
0 1 1 2 0 159 72
1 1 1 2 0 159 -128
2 1 1 2 0 159 127
4 1 1 2 0 159 72
5 1 1 2 0 159 72
6 1 1 2 0 159 72
7 1 1 2 0 159 72
8 1 1 2 0 159 54
9 1 1 2 0 159 72
10 1 1 2 0 159 -128
0 1 1 2 1 38 58
1 1 1 2 1 38 40
2 1 1 2 1 38 50
4 1 1 2 1 38 40
5 1 1 2 1 38 62
6 1 1 2 1 38 40
7 1 1 2 1 38 52
8 1 1 2 1 38 30
9 1 1 2 1 38 50
10 1 1 2 1 38 40
0 1 1 2 1 46 68
1 1 1 2 1 46 40
2 1 1 2 1 46 50
4 1 1 2 1 46 40
5 1 1 2 1 46 46
6 1 1 2 1 46 40
7 1 1 2 1 46 52
8 1 1 2 1 46 30
9 1 1 2 1 46 50
10 1 1 2 1 46 40
0 1 1 2 1 54 68
1 1 1 2 1 54 40
2 1 1 2 1 54 50
4 1 1 2 1 54 40
5 1 1 2 1 54 62
6 1 1 2 1 54 40
7 1 1 2 1 54 68
8 1 1 2 1 54 30
9 1 1 2 1 54 68
10 1 1 2 1 54 40
0 1 1 2 1 62 58
1 1 1 2 1 62 40
2 1 1 2 1 62 48
4 1 1 2 1 62 40
5 1 1 2 1 62 58
6 1 1 2 1 62 40
7 1 1 2 1 62 58
8 1 1 2 1 62 30
9 1 1 2 1 62 58
10 1 1 2 1 62 40
0 1 1 2 1 102 54
1 1 1 2 1 102 40
2 1 1 2 1 102 70
4 1 1 2 1 102 54
5 1 1 2 1 102 64
6 1 1 2 1 102 40
7 1 1 2 1 102 54
8 1 1 2 1 102 30
9 1 1 2 1 102 54
10 1 1 2 1 102 127
0 1 1 2 1 110 68
1 1 1 2 1 110 40
2 1 1 2 1 110 70
4 1 1 2 1 110 68
5 1 1 2 1 110 64
6 1 1 2 1 110 40
7 1 1 2 1 110 68
8 1 1 2 1 110 30
9 1 1 2 1 110 68
10 1 1 2 1 110 127
0 1 1 2 1 118 68
1 1 1 2 1 118 40
2 1 1 2 1 118 70
4 1 1 2 1 118 127
5 1 1 2 1 118 64
6 1 1 2 1 118 127
7 1 1 2 1 118 68
8 1 1 2 1 118 30
9 1 1 2 1 118 68
10 1 1 2 1 118 127
0 1 1 2 1 126 68
1 1 1 2 1 126 40
2 1 1 2 1 126 70
4 1 1 2 1 126 127
5 1 1 2 1 126 64
6 1 1 2 1 126 127
7 1 1 2 1 126 68
8 1 1 2 1 126 30
9 1 1 2 1 126 68
10 1 1 2 1 126 127
0 1 1 2 1 134 68
1 1 1 2 1 134 40
2 1 1 2 1 134 70
4 1 1 2 1 134 68
5 1 1 2 1 134 64
6 1 1 2 1 134 40
7 1 1 2 1 134 68
8 1 1 2 1 134 30
9 1 1 2 1 134 68
10 1 1 2 1 134 127
0 1 1 2 1 142 68
1 1 1 2 1 142 127
2 1 1 2 1 142 127
4 1 1 2 1 142 68
5 1 1 2 1 142 64
6 1 1 2 1 142 127
7 1 1 2 1 142 68
8 1 1 2 1 142 127
9 1 1 2 1 142 68
10 1 1 2 1 142 127
0 1 1 2 1 151 72
1 1 1 2 1 151 -128
2 1 1 2 1 151 127
4 1 1 2 1 151 72
5 1 1 2 1 151 66
6 1 1 2 1 151 72
7 1 1 2 1 151 72
8 1 1 2 1 151 30
9 1 1 2 1 151 68
10 1 1 2 1 151 -128
0 1 1 2 1 159 72
1 1 1 2 1 159 -128
2 1 1 2 1 159 127
4 1 1 2 1 159 72
5 1 1 2 1 159 66
6 1 1 2 1 159 72
7 1 1 2 1 159 72
8 1 1 2 1 159 30
9 1 1 2 1 159 72
10 1 1 2 1 159 -128
0 1 2 3 0 42 56
1 1 2 3 0 42 64
2 1 2 3 0 42 64
4 1 2 3 0 42 64
5 1 2 3 0 42 68
6 1 2 3 0 42 64
7 1 2 3 0 42 64
8 1 2 3 0 42 54
9 1 2 3 0 42 62
10 1 2 3 0 42 64
0 1 2 3 0 58 58
1 1 2 3 0 58 64
2 1 2 3 0 58 64
4 1 2 3 0 58 62
5 1 2 3 0 58 64
6 1 2 3 0 58 64
7 1 2 3 0 58 62
8 1 2 3 0 58 54
9 1 2 3 0 58 62
10 1 2 3 0 58 64
0 1 2 3 0 106 58
1 1 2 3 0 106 64
2 1 2 3 0 106 72
4 1 2 3 0 106 58
5 1 2 3 0 106 66
6 1 2 3 0 106 64
7 1 2 3 0 106 58
8 1 2 3 0 106 54
9 1 2 3 0 106 58
10 1 2 3 0 106 127
0 1 2 3 0 122 72
1 1 2 3 0 122 64
2 1 2 3 0 122 72
4 1 2 3 0 122 127
5 1 2 3 0 122 68
6 1 2 3 0 122 127
7 1 2 3 0 122 72
8 1 2 3 0 122 54
9 1 2 3 0 122 72
10 1 2 3 0 122 127
0 1 2 3 0 138 72
1 1 2 3 0 138 127
2 1 2 3 0 138 127
4 1 2 3 0 138 72
5 1 2 3 0 138 68
6 1 2 3 0 138 127
7 1 2 3 0 138 72
8 1 2 3 0 138 127
9 1 2 3 0 138 72
10 1 2 3 0 138 127
0 1 2 3 0 155 72
1 1 2 3 0 155 -128
2 1 2 3 0 155 127
4 1 2 3 0 155 72
5 1 2 3 0 155 68
6 1 2 3 0 155 72
7 1 2 3 0 155 72
8 1 2 3 0 155 54
9 1 2 3 0 155 68
10 1 2 3 0 155 -128
0 1 2 3 1 42 50
1 1 2 3 1 42 40
2 1 2 3 1 42 50
4 1 2 3 1 42 40
5 1 2 3 1 42 58
6 1 2 3 1 42 40
7 1 2 3 1 42 52
8 1 2 3 1 42 30
9 1 2 3 1 42 50
10 1 2 3 1 42 40
0 1 2 3 1 58 52
1 1 2 3 1 58 40
2 1 2 3 1 58 50
4 1 2 3 1 58 40
5 1 2 3 1 58 56
6 1 2 3 1 58 40
7 1 2 3 1 58 52
8 1 2 3 1 58 30
9 1 2 3 1 58 52
10 1 2 3 1 58 40
0 1 2 3 1 106 50
1 1 2 3 1 106 40
2 1 2 3 1 106 72
4 1 2 3 1 106 50
5 1 2 3 1 106 56
6 1 2 3 1 106 40
7 1 2 3 1 106 50
8 1 2 3 1 106 30
9 1 2 3 1 106 50
10 1 2 3 1 106 127
0 1 2 3 1 122 66
1 1 2 3 1 122 40
2 1 2 3 1 122 72
4 1 2 3 1 122 127
5 1 2 3 1 122 56
6 1 2 3 1 122 127
7 1 2 3 1 122 66
8 1 2 3 1 122 30
9 1 2 3 1 122 66
10 1 2 3 1 122 127
0 1 2 3 1 138 66
1 1 2 3 1 138 127
2 1 2 3 1 138 127
4 1 2 3 1 138 66
5 1 2 3 1 138 58
6 1 2 3 1 138 127
7 1 2 3 1 138 66
8 1 2 3 1 138 127
9 1 2 3 1 138 66
10 1 2 3 1 138 127
0 1 2 3 1 155 62
1 1 2 3 1 155 -128
2 1 2 3 1 155 127
4 1 2 3 1 155 62
5 1 2 3 1 155 58
6 1 2 3 1 155 72
7 1 2 3 1 155 62
8 1 2 3 1 155 30
9 1 2 3 1 155 62
10 1 2 3 1 155 -128
